model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
gpt-5-2-high,doi_10_1038__ncomms10602,0.6931,0.7981,0.7386,19,26,15.92,1,1,1,0.0000,16643,0,0,8664,0.150421,,,,1.00,2,54,0.0370,0.6862,0.8963,0.7773,0.6122,0.8377,0.7074,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41467_019_08460_2,0.8108,0.6340,0.6932,18,17,7.90,5,6,5,1.0000,15823,3712,0,7937,0.132962,,,,1.00,0,54,0.0000,0.7517,0.5575,0.6402,0.4647,0.4389,0.4514,0.8000,0.2667,0.4000,0.9500,0.8261,0.8837,0.8333,1.0000,0.9091
gpt-5-2-high,doi_10_1038__s41467_019_10533_1,0.8951,0.8898,0.8924,18,16,16.00,7,7,7,2.0000,17648,3712,0,4820,0.092518,,,,1.00,0,51,0.0000,0.8902,0.8795,0.8848,1.0000,0.8889,0.9412,1.0000,1.0000,1.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41598_017_16509_9,0.6989,0.6231,0.6453,16,23,9.62,3,3,3,4.0000,12886,4480,0,7524,0.120830,,,,1.00,1,35,0.0286,0.5812,0.5548,0.5677,0.4181,0.6010,0.4932,0.5000,0.6667,0.5714,0.9167,0.4783,0.6286,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41598_019_43329_w,0.7561,0.7275,0.7083,44,39,30.25,5,5,5,1.0000,44829,24576,0,15602,0.258172,,,,2.00,4,138,0.0290,0.6122,0.6678,0.6388,0.7756,0.6875,0.7289,1.0000,0.2903,0.4500,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1155__2019__2157592,0.7811,0.9862,0.8606,18,17,16.80,12,12,12,2.3333,24706,11264,0,8978,0.151187,,,,2.00,66,89,0.7416,0.7622,0.9724,0.8545,0.9882,0.9333,0.9600,1.0000,1.0000,1.0000,0.5000,1.0000,0.6667,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__coatings9010016,0.4134,0.4224,0.4134,43,49,9.60,3,3,3,2.3333,32240,14464,0,28616,0.434263,,,,2.00,9,131,0.0687,0.1972,0.2698,0.2279,0.1959,0.2233,0.2087,0.2500,0.2500,0.2500,0.6364,0.5000,0.5600,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e16020870,0.8401,0.8597,0.8496,47,47,32.40,6,6,6,0.0000,14998,4480,0,5118,0.090843,,,,1.00,4,156,0.0256,0.6802,0.7194,0.6992,0.6894,0.6894,0.6894,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e18050189,0.8306,0.8030,0.8162,10,9,5.57,1,1,1,0.0000,17748,0,0,3969,0.086625,,,,1.00,5,25,0.2000,0.6611,0.6060,0.6324,0.6185,0.5567,0.5860,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21010015,0.8514,0.8735,0.8613,68,80,52.50,6,6,6,0.0000,18083,3712,0,9647,0.160857,,,,1.00,3,226,0.0133,0.7029,0.7744,0.7369,0.6562,0.7721,0.7095,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21020114,0.6096,0.7279,0.6546,98,113,45.50,7,7,7,0.0000,41550,18176,0,19272,0.313893,,,,2.00,6,243,0.0247,0.4055,0.5200,0.4557,0.4027,0.4643,0.4313,0.3793,0.7857,0.5116,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21020122,0.6216,0.7109,0.6632,31,30,21.90,8,9,8,1.0000,11099,4480,0,8079,0.125473,,,,1.00,45,87,0.5172,0.7239,0.8219,0.7698,0.7300,0.7065,0.7180,0.0000,0.0000,0.0000,0.6316,0.7500,0.6857,0.8889,1.0000,0.9412
gpt-5-2-high,doi_10_3390__e21020169,0.7349,0.7377,0.7349,63,61,43.00,7,7,7,5.0000,16225,0,0,13930,0.223414,,,,1.00,0,209,0.0000,0.7062,0.7088,0.7075,0.7049,0.6825,0.6935,0.5455,0.6667,0.6000,0.7500,0.6667,0.7059,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21030288,0.6159,0.7296,0.6610,43,40,17.60,5,6,5,0.0000,42186,23808,0,18016,0.288552,,,,2.00,16,140,0.1143,0.4871,0.5593,0.5207,0.4400,0.4093,0.4241,0.3158,0.6667,0.4286,1.0000,1.0000,1.0000,0.8333,1.0000,0.9091
gpt-5-2-high,doi_10_3390__e21050448,0.5481,0.7988,0.6334,20,21,11.33,5,4,4,3.2500,12135,3712,0,8676,0.136854,,,,1.00,0,65,0.0000,0.5212,0.8075,0.6335,0.5397,0.5667,0.5528,0.2500,0.5000,0.3333,0.5000,1.0000,0.6667,1.0000,0.8000,0.8889
gpt-5-2-high,doi_10_3390__ma12071136,0.7967,0.6995,0.7313,53,55,37.00,5,5,5,3.0000,44087,24832,0,18530,0.297462,,,,2.00,1,113,0.0088,0.6601,0.6779,0.6689,0.6727,0.6981,0.6852,0.7778,0.7368,0.7568,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__met10111466,0.5801,0.8198,0.6706,39,47,15.00,7,7,7,2.1429,14482,4480,0,15976,0.241952,,,,1.00,49,118,0.4153,0.5078,0.7840,0.6164,0.3191,0.3846,0.3488,0.2857,0.6667,0.4000,0.6667,0.8889,0.7619,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__met9030351,0.7375,0.7788,0.7424,14,15,8.30,4,3,3,0.0000,26472,16896,0,12836,0.199419,,,,2.00,15,44,0.3409,0.7250,0.7825,0.7527,0.5533,0.5929,0.5724,0.1667,0.5000,0.2500,1.0000,1.0000,1.0000,1.0000,0.7500,0.8571
gpt-5-2-high,OVERALL,0.6834,0.7450,0.7124,674,717,406.52,101,102,99,1.5859,433689,171264,0,219985,3.569005,413.9,149.8,413.6,1.37,226,2013,0.1123,0.6047,0.6873,0.6434,0.5670,0.6031,0.5845,0.5369,0.6124,0.5722,0.7745,0.8123,0.7930,0.9706,0.9802,0.9754
gemini-3.1-pro,doi_10_1016__j_proeng_2012_03_043,0.9465,0.8827,0.9122,12,16,10.87,4,4,4,0.0000,10553,0,0,4828,0.079042,,,,1.00,0,27,0.0000,0.8931,0.7655,0.8244,0.6792,0.9056,0.7762,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__ncomms10602,0.7840,0.8194,0.8010,19,20,17.00,1,1,1,0.0000,17749,0,0,9818,0.153314,,,,1.00,0,44,0.0000,0.8679,0.9388,0.9020,0.8500,0.8947,0.8718,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_08460_2,0.8457,0.6252,0.6892,18,13,9.80,5,5,5,2.4000,34651,0,0,11339,0.205370,,,,2.00,0,41,0.0000,0.8100,0.5400,0.6480,0.7538,0.5444,0.6323,1.0000,0.2667,0.4211,0.7037,0.8261,0.7600,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_10533_1,0.8500,0.7967,0.8194,18,18,16.00,7,7,7,2.0000,18769,0,0,6567,0.116342,,,,1.00,0,53,0.0000,0.8750,0.8434,0.8589,0.8889,0.8889,0.8889,0.7500,0.5000,0.6000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_017_16509_9,0.8757,0.8616,0.8672,16,19,14.62,3,3,3,1.3333,13780,0,0,10749,0.156548,,,,1.00,0,37,0.0000,0.8060,0.8427,0.8240,0.7693,0.9135,0.8352,1.0000,0.8333,0.9091,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_019_43329_w,0.9489,0.8152,0.8317,44,44,42.25,5,5,5,0.0000,78038,0,0,27724,0.488764,,,,3.00,0,143,0.0000,0.8979,0.8916,0.8947,0.9602,0.9602,0.9602,1.0000,0.1290,0.2286,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1155__2019__2157592,0.9429,0.9056,0.9230,18,23,15.00,12,10,10,0.0000,12271,0,0,10790,0.154022,,,,1.00,0,81,0.0000,0.8857,0.8611,0.8732,0.6522,0.8333,0.7317,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8333,0.9091
gemini-3.1-pro,doi_10_3390__coatings9010016,0.5786,0.5095,0.5392,43,23,8.00,3,3,3,1.6667,33167,0,0,23605,0.349594,,,,2.00,0,79,0.0000,0.4100,0.3868,0.3981,0.3478,0.1860,0.2424,0.4000,0.2500,0.3077,0.8182,0.6429,0.7200,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e16020870,0.9652,0.9482,0.9565,47,47,45.20,6,6,6,0.0000,16124,0,0,10745,0.161188,,,,1.00,0,138,0.0000,0.9304,0.8963,0.9131,0.9617,0.9617,0.9617,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e18050189,0.9674,0.9155,0.9400,10,9,7.92,1,1,1,0.0000,18919,0,0,4513,0.091994,,,,1.00,0,26,0.0000,0.9349,0.8310,0.8799,0.8796,0.7917,0.8333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21010015,0.9554,0.9650,0.9602,68,80,66.50,6,6,6,0.0000,19382,0,0,17143,0.244480,,,,1.00,0,206,0.0000,0.9108,0.9301,0.9203,0.8313,0.9779,0.8986,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020114,0.7634,0.7286,0.7424,98,96,51.50,7,7,7,0.0000,19460,0,0,16470,0.236560,,,,1.00,0,226,0.0000,0.5269,0.5429,0.5348,0.5365,0.5255,0.5309,1.0000,0.7143,0.8333,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020122,0.7029,0.7323,0.7171,31,29,26.00,8,8,8,0.5000,11994,0,0,10424,0.149076,,,,1.00,0,81,0.0000,0.8058,0.8646,0.8342,0.8966,0.8387,0.8667,0.0000,0.0000,0.0000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020169,0.8051,0.8765,0.8383,63,66,46.25,7,7,7,0.4286,39419,0,0,20521,0.325090,,,,2.00,0,244,0.0000,0.7436,0.8553,0.7956,0.7008,0.7341,0.7171,0.6190,0.7222,0.6667,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21030288,0.6086,0.6556,0.6277,43,37,14.40,5,5,5,0.0000,44767,0,0,19944,0.328862,,,,2.00,0,135,0.0000,0.4423,0.4778,0.4593,0.3892,0.3349,0.3600,0.2500,0.4444,0.3200,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21050448,0.6530,0.8621,0.7286,20,17,15.00,5,4,4,3.2500,27453,0,0,15510,0.241026,,,,2.00,0,54,0.0000,0.6559,0.8592,0.7439,0.8824,0.7500,0.8108,0.5000,0.7500,0.6000,0.5000,1.0000,0.6667,1.0000,0.8000,0.8889
gemini-3.1-pro,doi_10_3390__ma12071136,0.9462,0.7735,0.8408,53,54,42.00,5,5,5,3.0000,47112,0,0,20673,0.342300,,,,2.00,0,112,0.0000,0.8923,0.7785,0.8315,0.7778,0.7925,0.7850,1.0000,0.8947,0.9444,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__met10111466,0.6869,0.5327,0.5789,39,16,12.00,7,3,3,3.3333,32888,0,0,13000,0.221776,,,,2.00,0,51,0.0000,0.6438,0.4476,0.5281,0.7500,0.3077,0.4364,0.7000,0.5833,0.6364,0.5500,0.7857,0.6471,1.0000,0.4286,0.6000
gemini-3.1-pro,doi_10_3390__met9030351,0.5817,0.5217,0.5454,14,15,5.00,4,3,3,1.6667,44113,0,0,13684,0.252434,,,,3.00,0,44,0.0000,0.5079,0.5517,0.5289,0.3333,0.3571,0.3448,0.0000,0.0000,0.0000,0.8889,0.6667,0.7619,1.0000,0.7500,0.8571
gemini-3.1-pro,OVERALL,0.8056,0.7683,0.7853,674,642,465.30,101,93,93,0.9140,540609,0,0,268047,4.297782,0.0,0.0,0.0,1.58,0,1822,0.0000,0.7446,0.7399,0.7422,0.7248,0.6904,0.7071,0.7357,0.5787,0.6478,0.8649,0.8672,0.8660,1.0000,0.9208,0.9588
