model_name,doi,overall_precision,overall_recall,overall_f1,num_target_items,num_extracted_items,num_matched_items,num_target_materials,num_extracted_materials,num_matched_materials,avg_process_edit_distance,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,cost_usd,elapsed_seconds,avg_paper_time,max_paper_time,avg_attempts,num_hallucinated,num_total_numbers,hallucination_rate,value_precision,value_recall,value_f1,measurement_precision,measurement_recall,measurement_f1,config_precision,config_recall,config_f1,process_precision,process_recall,process_f1,material_precision,material_recall,material_f1
gpt-5-2-high,doi_10_1038__ncomms10602,0.6458,0.7786,0.7000,19,26,15.00,1,1,1,0.0000,16643,16512,0,9971,0.142713,,,,1.00,2,55,0.0364,0.5915,0.8571,0.7000,0.5769,0.7895,0.6667,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41467_019_08460_2,0.7089,0.7194,0.6917,18,19,10.57,5,6,5,2.6000,15823,15616,0,7250,0.104595,,,,1.00,1,58,0.0172,0.7123,0.6589,0.6846,0.5561,0.5870,0.5712,0.6667,0.2667,0.3810,0.6389,1.0000,0.7797,0.8333,1.0000,0.9091
gpt-5-2-high,doi_10_1038__s41467_019_10533_1,0.9178,0.8828,0.8856,18,16,16.00,7,7,7,1.0000,17648,17536,0,4295,0.063395,,,,1.00,29,51,0.5686,0.9157,0.9157,0.9157,1.0000,0.8889,0.9412,1.0000,0.5000,0.6667,0.8000,1.0000,0.8889,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41598_017_16509_9,0.6425,0.6824,0.6582,16,19,5.67,3,3,3,1.3333,12886,12672,0,7854,0.112548,,,,1.00,5,46,0.1087,0.5646,0.6843,0.6187,0.2982,0.3542,0.3238,0.2500,0.1667,0.2000,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1038__s41598_019_43329_w,0.7966,0.6893,0.6884,44,39,31.25,5,5,5,1.0000,21030,20096,0,12728,0.183343,,,,1.00,4,128,0.0312,0.6932,0.6399,0.6655,0.8013,0.7102,0.7530,1.0000,0.1290,0.2286,0.7500,1.0000,0.8571,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_1155__2019__2157592,0.7951,0.9871,0.8696,18,17,17.00,12,12,12,2.3333,11425,10880,0,8237,0.118176,,,,1.00,66,87,0.7586,0.7902,0.9741,0.8726,1.0000,0.9444,0.9714,1.0000,1.0000,1.0000,0.5000,1.0000,0.6667,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__coatings9010016,0.4045,0.4624,0.4289,43,27,6.00,3,3,3,3.6667,14576,14464,0,18577,0.262805,,,,1.00,0,75,0.0000,0.2545,0.2642,0.2593,0.2222,0.1395,0.1714,0.1818,0.2500,0.2105,0.5000,0.7143,0.5882,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e16020870,0.8400,0.9804,0.8998,47,47,44.00,6,6,6,1.6667,14998,14848,0,8881,0.127195,,,,1.00,4,167,0.0240,0.8229,0.9607,0.8865,0.9362,0.9362,0.9362,1.0000,1.0000,1.0000,0.6429,1.0000,0.7826,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e18050189,0.7679,0.8333,0.7880,10,10,4.75,1,2,1,0.0000,17748,17536,0,5218,0.076492,,,,1.00,10,29,0.3448,0.6857,0.6667,0.6761,0.4750,0.4750,0.4750,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5000,1.0000,0.6667
gpt-5-2-high,doi_10_3390__e21010015,0.8597,0.8978,0.8778,68,80,53.50,6,6,6,0.0000,18083,17920,0,9041,0.129995,,,,1.00,3,226,0.0133,0.7193,0.7956,0.7555,0.6687,0.7868,0.7230,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21020114,0.5000,0.5442,0.5190,98,114,36.67,7,7,7,0.0000,41345,36224,0,21077,0.310379,,,,2.00,6,244,0.0246,0.2879,0.3670,0.3227,0.3216,0.3741,0.3459,0.0400,0.0714,0.0513,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21020122,0.6668,0.7974,0.7261,31,30,21.90,8,9,8,0.5000,11099,10880,0,7251,0.103801,,,,1.00,0,88,0.0000,0.7470,0.8948,0.8142,0.7300,0.7065,0.7180,0.0000,0.0000,0.0000,0.8000,1.0000,0.8889,0.8889,1.0000,0.9412
gpt-5-2-high,doi_10_3390__e21020169,0.7743,0.8361,0.8025,63,64,42.00,7,7,7,0.4286,16225,16000,0,15733,0.223456,,,,1.00,37,227,0.1630,0.7176,0.7912,0.7526,0.6562,0.6667,0.6614,0.5000,0.6667,0.5714,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__e21030288,0.5982,0.6907,0.6365,43,40,15.40,5,6,5,0.0000,42269,38400,0,21088,0.308723,,,,2.00,16,144,0.1111,0.4582,0.5148,0.4849,0.3850,0.3581,0.3711,0.2941,0.5556,0.3846,1.0000,1.0000,1.0000,0.8333,1.0000,0.9091
gpt-5-2-high,doi_10_3390__e21050448,0.6786,0.7976,0.7261,20,21,14.23,5,5,5,0.8000,12135,11904,0,7328,0.105079,,,,1.00,0,63,0.0000,0.6622,0.8452,0.7426,0.6778,0.7117,0.6943,0.2500,0.5000,0.3333,0.8000,0.7500,0.7742,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__ma12071136,0.8350,0.7158,0.7686,53,50,45.75,5,5,5,4.0000,44151,40448,0,15803,0.234801,,,,2.00,1,108,0.0093,0.8700,0.7299,0.7938,0.9150,0.8632,0.8883,1.0000,0.8947,0.9444,0.5000,0.3333,0.4000,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__met10111466,0.6462,0.8558,0.7318,39,43,24.00,7,7,7,2.1429,31678,28672,0,17537,0.255796,,,,2.00,49,114,0.4298,0.6114,0.8560,0.7133,0.5581,0.6154,0.5854,0.3810,0.6667,0.4848,0.6667,0.8889,0.7619,1.0000,1.0000,1.0000
gpt-5-2-high,doi_10_3390__met9030351,0.5935,0.6226,0.5920,14,16,8.30,4,4,4,1.5000,60248,54272,0,29307,0.430254,,,,4.00,0,50,0.0000,0.4871,0.6864,0.5698,0.5188,0.5929,0.5533,0.0000,0.0000,0.0000,1.0000,0.6471,0.7857,1.0000,1.0000,1.0000
gpt-5-2-high,OVERALL,0.6795,0.7601,0.7173,674,690,421.65,101,105,101,1.2871,429859,403712,0,231214,3.353403,388.3,153.8,388.2,1.37,243,1995,0.1218,0.6277,0.7131,0.6677,0.6111,0.6256,0.6183,0.4569,0.5056,0.4800,0.7642,0.8883,0.8216,0.9619,1.0000,0.9806
gemini-3.1-pro,doi_10_1016__j_proeng_2012_03_043,0.9454,0.8738,0.9065,12,12,10.87,4,4,4,0.0000,10553,0,0,3905,0.067966,,,,1.00,0,27,0.0000,0.8908,0.7476,0.8129,0.9056,0.9056,0.9056,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__ncomms10602,0.7607,0.8194,0.7881,19,22,17.00,1,1,1,0.0000,17749,0,0,8588,0.138554,,,,1.00,0,47,0.0000,0.8214,0.9388,0.8762,0.7727,0.8947,0.8293,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41467_019_08460_2,0.5513,0.5015,0.5164,18,18,10.80,5,6,5,3.2000,16693,0,0,9247,0.144350,,,,1.00,0,50,0.0000,0.5396,0.4317,0.4796,0.6000,0.6000,0.6000,0.5000,0.2667,0.3478,0.4074,0.4783,0.4400,0.8333,1.0000,0.9091
gemini-3.1-pro,doi_10_1038__s41467_019_10533_1,0.9045,0.8217,0.8575,18,16,16.00,7,7,7,2.0000,18769,0,0,6490,0.115418,,,,1.00,0,51,0.0000,0.9091,0.8434,0.8750,1.0000,0.8889,0.9412,1.0000,0.6667,0.8000,0.7500,0.7500,0.7500,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_017_16509_9,0.8958,0.7813,0.8253,16,18,11.62,3,3,3,1.3333,13780,0,0,7987,0.123404,,,,1.00,0,36,0.0000,0.8462,0.7821,0.8129,0.6454,0.7260,0.6833,1.0000,0.5000,0.6667,0.8636,0.8261,0.8444,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1038__s41598_019_43329_w,0.9719,0.6928,0.7681,44,39,37.25,5,5,5,0.0000,47604,0,0,20368,0.339624,,,,2.00,0,103,0.0000,0.9439,0.6469,0.7676,0.9551,0.8466,0.8976,1.0000,0.1290,0.2286,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_1155__2019__2157592,0.8280,0.9871,0.8952,18,27,17.00,12,12,12,1.3333,12271,0,0,8666,0.128534,,,,1.00,0,97,0.0000,0.8014,0.9741,0.8794,0.6296,0.9444,0.7556,1.0000,1.0000,1.0000,0.6364,1.0000,0.7778,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__coatings9010016,0.4034,0.2928,0.3377,43,18,4.00,3,2,2,3.0000,52714,0,0,34019,0.513656,,,,3.00,0,64,0.0000,0.2317,0.1881,0.2077,0.2222,0.0930,0.1311,0.2500,0.1250,0.1667,0.5000,0.4000,0.4444,1.0000,0.6667,0.8000
gemini-3.1-pro,doi_10_3390__e16020870,0.8380,0.9298,0.8694,47,48,43.20,6,6,6,2.6667,34984,0,0,18288,0.289424,,,,2.00,0,138,0.0000,0.8642,0.8597,0.8619,0.9000,0.9191,0.9095,1.0000,1.0000,1.0000,0.5294,1.0000,0.6923,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e18050189,0.9688,0.9167,0.9412,10,9,7.75,1,1,1,0.0000,18919,0,0,3743,0.082754,,,,1.00,0,26,0.0000,0.9375,0.8333,0.8824,0.8611,0.7750,0.8158,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21010015,0.9564,0.9408,0.9483,68,79,65.50,6,6,6,0.0000,19382,0,0,12901,0.193576,,,,1.00,0,201,0.0000,0.9128,0.9089,0.9108,0.8291,0.9632,0.8912,1.0000,0.9091,0.9524,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020114,0.7504,0.7108,0.7295,98,98,55.70,7,7,7,0.0000,42795,0,0,19732,0.322374,,,,2.00,0,195,0.0000,0.5008,0.4645,0.4820,0.5684,0.5684,0.5684,1.0000,0.8571,0.9231,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020122,0.6507,0.7323,0.6882,31,30,26.00,8,8,8,1.0000,11994,0,0,9532,0.138372,,,,1.00,0,81,0.0000,0.7615,0.8646,0.8098,0.8667,0.8387,0.8525,0.0000,0.0000,0.0000,0.6000,0.7500,0.6667,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21020169,0.7934,0.8480,0.8191,63,64,44.00,7,7,7,0.4286,39575,0,0,26289,0.394618,,,,2.00,0,242,0.0000,0.7343,0.8150,0.7726,0.6875,0.6984,0.6929,0.5714,0.6667,0.6154,0.9524,0.9524,0.9524,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21030288,0.7333,0.7710,0.7460,43,37,21.00,5,5,5,0.0000,43522,0,0,22613,0.358400,,,,2.00,0,123,0.0000,0.6541,0.6420,0.6480,0.5676,0.4884,0.5250,0.3750,0.6667,0.4800,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__e21050448,0.6008,0.8070,0.6736,20,17,12.50,5,4,4,3.2500,12985,0,0,8981,0.133742,,,,1.00,0,55,0.0000,0.6158,0.8239,0.7048,0.7353,0.6250,0.6757,0.2857,0.5000,0.3636,0.5000,1.0000,0.6667,1.0000,0.8000,0.8889
gemini-3.1-pro,doi_10_3390__ma12071136,0.9103,0.7835,0.8298,53,70,46.00,5,5,5,3.0000,77600,0,0,27314,0.482968,,,,3.00,0,113,0.0000,0.8207,0.7987,0.8095,0.6571,0.8679,0.7480,1.0000,0.8947,0.9444,1.0000,0.5000,0.6667,1.0000,1.0000,1.0000
gemini-3.1-pro,doi_10_3390__met10111466,0.6330,0.4618,0.5256,39,9,5.00,7,4,4,2.2500,15624,0,0,8308,0.130944,,,,1.00,0,51,0.0000,0.6933,0.4522,0.5474,0.5556,0.1282,0.2083,0.0000,0.0000,0.0000,0.6818,0.7500,0.7143,1.0000,0.5714,0.7273
gemini-3.1-pro,doi_10_3390__met9030351,0.7753,0.6484,0.7046,14,8,6.00,4,3,3,1.6667,44073,0,0,20013,0.328302,,,,3.00,0,37,0.0000,0.7451,0.6552,0.6972,0.7500,0.4286,0.5455,0.5000,0.5000,0.5000,0.8889,0.6667,0.7619,1.0000,0.7500,0.8571
gemini-3.1-pro,OVERALL,0.7780,0.7453,0.7593,674,639,457.18,101,96,95,1.3158,551586,0,0,276984,4.426980,0.0,0.0,0.0,1.58,0,1737,0.0000,0.7378,0.7105,0.7239,0.7155,0.6783,0.6964,0.7111,0.5393,0.6134,0.7702,0.8400,0.8036,0.9896,0.9406,0.9645
